order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
9341,2024-04-22T16:53:35Z,2024-04-22,12714,1927,Franchise,Gift Card,COUPON048,45.56,USD
9342,2024-04-03T23:40:24Z,2024-04-03,18127,222,Retail,Credit Card,COUPON005,8.21,USD
9343,2023-10-18T12:25:33Z,2023-10-18,5159,4592,Online,Afterpay,COUPON037,18.48,AUD
9344,2023-03-31T18:18:08Z,2023-03-31,21951,4710,Retail,PayPal,COUPON048,0.90,EUR
9345,2023-09-18T11:55:28Z,2023-09-18,3403,420,Retail,PayPal,COUPON050,44.03,AUD
9346,2023-02-17T07:00:57Z,2023-02-17,30557,892,Online,Cash,COUPON044,36.45,EUR
9347,2023-11-21T02:26:04Z,2023-11-21,33831,135,Online,PayPal,COUPON005,42.77,USD
9348,2023-12-17T09:58:45Z,2023-12-17,43117,1009,Retail,PayPal,COUPON040,1.68,USD
9349,2024-05-08T06:49:38Z,2024-05-08,2672,1904,Online,Afterpay,COUPON015,36.96,EUR
9350,2024-04-15T22:14:09Z,2024-04-15,51901,2761,Franchise,Afterpay,COUPON038,13.23,AUD
9351,2024-09-22T05:18:30Z,2024-09-22,16625,3779,Retail,Afterpay,COUPON040,27.70,AUD
9352,2023-03-09T19:35:49Z,2023-03-09,60538,3781,Franchise,Afterpay,COUPON049,10.15,EUR
9353,2024-08-19T08:20:50Z,2024-08-19,76423,4440,Franchise,Gift Card,COUPON023,5.12,USD
9354,2024-02-07T06:37:28Z,2024-02-07,16633,4886,Retail,Afterpay,COUPON046,37.57,EUR
9355,2023-02-14T06:39:23Z,2023-02-14,5057,1625,Retail,Gift Card,COUPON031,5.19,AUD
9356,2023-05-07T21:47:43Z,2023-05-07,14871,1137,Online,Gift Card,COUPON018,5.27,AUD
9357,2024-03-12T21:15:17Z,2024-03-12,48586,2814,Franchise,Cash,COUPON027,15.00,EUR
9358,2023-11-11T21:07:45Z,2023-11-11,22512,4018,Franchise,Gift Card,COUPON019,40.24,AUD
9359,2023-03-07T03:18:20Z,2023-03-07,5572,2028,Franchise,Afterpay,COUPON007,43.96,USD
9360,2024-04-06T02:22:24Z,2024-04-06,63117,2877,Franchise,PayPal,COUPON019,12.87,EUR
9361,2023-03-02T03:17:55Z,2023-03-02,67979,1139,Online,Cash,COUPON003,7.06,EUR
9362,2024-09-30T03:57:06Z,2024-09-30,51892,2517,Franchise,Gift Card,COUPON016,43.89,AUD
9363,2024-03-17T16:34:45Z,2024-03-17,36893,558,Franchise,Credit Card,COUPON036,0.26,USD
9364,2023-04-29T10:57:03Z,2023-04-29,69960,4051,Retail,Afterpay,COUPON050,27.63,EUR
9365,2024-06-14T15:33:50Z,2024-06-14,71309,2151,Franchise,PayPal,COUPON008,24.96,EUR
9366,2023-11-13T02:04:34Z,2023-11-13,8567,3989,Retail,Afterpay,COUPON016,7.70,USD
9367,2024-07-29T17:50:30Z,2024-07-29,66799,4974,Online,Gift Card,COUPON002,19.01,USD
9368,2023-02-15T08:30:36Z,2023-02-15,43015,4099,Franchise,Credit Card,COUPON027,28.18,EUR
9369,2024-07-06T11:53:53Z,2024-07-06,26764,3638,Retail,PayPal,COUPON032,44.67,USD
9370,2023-11-23T23:22:48Z,2023-11-23,55852,2348,Franchise,Cash,COUPON013,31.86,USD
9371,2023-08-01T20:22:31Z,2023-08-01,16529,1461,Retail,Gift Card,COUPON046,32.17,EUR
9372,2024-06-05T05:00:02Z,2024-06-05,16267,3356,Online,Afterpay,COUPON019,3.41,EUR
9373,2023-10-12T18:12:17Z,2023-10-12,38647,4974,Online,PayPal,COUPON018,39.10,USD
9374,2024-02-23T18:58:30Z,2024-02-23,3401,4665,Franchise,Credit Card,COUPON007,49.39,EUR
9375,2023-12-20T23:41:33Z,2023-12-20,35485,3545,Franchise,Afterpay,COUPON029,5.33,AUD
9376,2024-03-06T04:16:20Z,2024-03-06,3075,2030,Retail,Cash,COUPON005,35.79,EUR
9377,2024-04-13T05:53:17Z,2024-04-13,77783,1598,Online,Credit Card,COUPON017,0.81,USD
9378,2023-12-20T15:09:16Z,2023-12-20,13714,3062,Franchise,Gift Card,COUPON046,39.64,USD
9379,2023-09-28T14:20:56Z,2023-09-28,3266,3210,Online,Credit Card,COUPON036,18.80,USD
9380,2024-04-01T02:20:16Z,2024-04-01,46892,2932,Retail,Gift Card,COUPON038,38.18,EUR
9381,2024-08-17T11:07:18Z,2024-08-17,4367,345,Franchise,Afterpay,COUPON025,45.55,EUR
9382,2024-05-11T06:15:34Z,2024-05-11,42089,2771,Online,Cash,COUPON031,10.49,USD
9383,2024-05-18T15:54:28Z,2024-05-18,39330,3428,Retail,Credit Card,COUPON040,44.04,AUD
9384,2024-02-10T08:37:31Z,2024-02-10,26016,241,Online,Credit Card,COUPON018,19.82,EUR
9385,2024-08-08T14:54:55Z,2024-08-08,74082,3027,Retail,PayPal,COUPON047,11.00,AUD
9386,2023-02-03T06:11:14Z,2023-02-03,35057,1527,Online,Gift Card,COUPON041,48.07,AUD
9387,2023-12-30T20:04:12Z,2023-12-30,74110,3225,Franchise,Gift Card,COUPON008,32.38,AUD
9388,2024-08-27T09:37:18Z,2024-08-27,13441,4518,Franchise,Credit Card,COUPON046,13.06,EUR
9389,2024-09-27T22:57:40Z,2024-09-27,78958,3657,Franchise,PayPal,COUPON045,19.74,USD
9390,2023-11-12T09:19:37Z,2023-11-12,9393,2025,Retail,Cash,COUPON030,18.74,EUR
9391,2024-09-07T17:04:10Z,2024-09-07,2764,4920,Online,Gift Card,,10.14,EUR
9392,2023-03-08T18:51:51Z,2023-03-08,14200,1173,Retail,Afterpay,COUPON021,21.01,AUD
9393,2023-07-15T14:47:13Z,2023-07-15,41768,4822,Retail,PayPal,COUPON036,2.11,USD
9394,2024-07-24T23:23:50Z,2024-07-24,24546,3562,Retail,PayPal,COUPON044,4.79,AUD
9395,2023-09-30T17:22:38Z,2023-09-30,62534,1193,Franchise,Cash,COUPON045,12.44,AUD
9396,2023-04-03T06:53:56Z,2023-04-03,69464,4944,Online,PayPal,COUPON045,10.12,USD
9397,2023-05-29T16:11:59Z,2023-05-29,18718,3050,Retail,Gift Card,COUPON008,30.07,AUD
9398,2023-04-03T01:27:07Z,2023-04-03,32366,360,Retail,PayPal,COUPON002,47.88,USD
9399,2024-05-22T06:28:53Z,2024-05-22,48168,597,Franchise,Afterpay,,23.08,AUD
9400,2023-07-21T07:20:42Z,2023-07-21,6073,3272,Retail,PayPal,COUPON039,43.04,EUR
9401,2024-01-24T14:36:22Z,2024-01-24,73038,4215,Retail,Cash,COUPON016,31.03,AUD
9402,2023-01-06T20:46:06Z,2023-01-06,59395,669,Franchise,Cash,COUPON041,16.96,EUR
9403,2023-02-06T22:30:57Z,2023-02-06,27373,3885,Online,Afterpay,COUPON049,13.30,EUR
9404,2023-08-18T22:37:38Z,2023-08-18,44643,504,Retail,Afterpay,COUPON038,1.03,EUR
9405,2023-09-17T13:34:12Z,2023-09-17,65922,4746,Franchise,Cash,COUPON040,42.43,EUR
9406,2024-06-08T01:46:17Z,2024-06-08,19192,2485,Franchise,PayPal,COUPON013,35.64,USD
9407,2024-05-18T17:18:50Z,2024-05-18,38861,353,Franchise,Gift Card,COUPON042,32.86,AUD
9408,2024-02-05T17:54:55Z,2024-02-05,78531,2724,Online,Cash,,41.02,USD
9409,2023-02-08T13:13:20Z,2023-02-08,32657,3219,Retail,Gift Card,COUPON022,26.05,AUD
9410,2024-01-29T17:38:38Z,2024-01-29,70642,790,Franchise,Cash,COUPON022,12.95,EUR
9411,2024-04-08T15:14:58Z,2024-04-08,26968,2866,Retail,Cash,COUPON020,12.89,AUD
9412,2024-07-22T23:06:09Z,2024-07-22,58864,2993,Online,Credit Card,COUPON049,37.42,EUR
9413,2024-07-09T11:17:57Z,2024-07-09,12738,3131,Retail,Credit Card,COUPON044,25.83,AUD
9414,2024-08-31T11:48:05Z,2024-08-31,23142,4869,Retail,PayPal,COUPON032,10.87,AUD
9415,2023-04-21T15:17:55Z,2023-04-21,46632,2530,Retail,Credit Card,COUPON023,43.21,AUD
9416,2023-07-16T00:39:45Z,2023-07-16,57742,1188,Franchise,Cash,COUPON036,28.26,EUR
9417,2024-03-30T00:25:18Z,2024-03-30,5451,3564,Retail,Gift Card,COUPON022,45.50,USD
9418,2024-08-28T21:48:03Z,2024-08-28,1351,4735,Franchise,Cash,COUPON031,11.40,USD
9419,2024-01-18T15:13:08Z,2024-01-18,2785,2549,Franchise,Cash,COUPON040,45.22,AUD
9420,2023-07-02T13:33:26Z,2023-07-02,31340,2607,Franchise,Gift Card,COUPON016,13.54,EUR
9421,2023-04-11T10:05:02Z,2023-04-11,61988,1747,Franchise,Afterpay,COUPON032,26.46,USD
9422,2024-03-06T20:33:13Z,2024-03-06,27339,2100,Franchise,Cash,COUPON035,6.19,USD
9423,2023-04-06T19:41:33Z,2023-04-06,2146,4341,Franchise,PayPal,COUPON014,18.61,AUD
9424,2023-03-23T21:53:51Z,2023-03-23,39407,2464,Retail,Gift Card,COUPON005,25.90,AUD
9425,2023-09-17T19:08:01Z,2023-09-17,32804,1160,Online,Cash,COUPON022,28.03,EUR
9426,2024-02-07T18:38:20Z,2024-02-07,11490,1826,Franchise,Cash,COUPON021,30.23,EUR
9427,2024-01-09T16:47:25Z,2024-01-09,14821,173,Retail,Cash,COUPON016,20.05,USD
9428,2024-05-13T12:37:10Z,2024-05-13,4192,1285,Franchise,PayPal,COUPON014,2.69,EUR
9429,2024-09-21T12:07:29Z,2024-09-21,69997,2788,Retail,Credit Card,COUPON017,7.63,USD
9430,2024-01-01T00:48:43Z,2024-01-01,61411,4839,Franchise,Gift Card,COUPON003,12.20,AUD
9431,2024-08-21T18:33:10Z,2024-08-21,57962,218,Franchise,Cash,COUPON003,35.22,USD
9432,2024-09-04T09:02:08Z,2024-09-04,13370,4286,Franchise,Gift Card,COUPON035,4.35,USD
9433,2023-11-25T11:22:08Z,2023-11-25,72989,4627,Franchise,Afterpay,COUPON046,33.77,AUD
9434,2024-08-01T14:29:51Z,2024-08-01,19307,2028,Online,Gift Card,COUPON017,45.86,AUD
9435,2023-06-21T04:14:13Z,2023-06-21,48403,4619,Franchise,Gift Card,COUPON017,24.34,EUR
9436,2023-06-18T21:03:17Z,2023-06-18,64152,3280,Online,Cash,COUPON043,1.89,EUR
9437,2023-06-01T14:11:33Z,2023-06-01,2718,488,Online,Gift Card,COUPON038,42.99,AUD
9438,2024-02-13T02:27:41Z,2024-02-13,1074,3200,Franchise,Cash,COUPON007,4.04,AUD
9439,2024-02-05T05:37:41Z,2024-02-05,47660,2722,Retail,Gift Card,COUPON039,21.79,AUD
9440,2024-01-11T10:25:03Z,2024-01-11,7027,320,Retail,Afterpay,COUPON001,10.37,AUD
9441,2023-11-03T21:17:04Z,2023-11-03,73305,3329,Online,Gift Card,COUPON028,5.85,USD
9442,2023-03-03T20:50:57Z,2023-03-03,15755,4821,Franchise,PayPal,COUPON016,16.17,USD
9443,2023-02-25T04:13:49Z,2023-02-25,37097,4473,Online,Cash,COUPON019,46.36,AUD
9444,2023-08-11T00:55:00Z,2023-08-11,51096,2555,Online,Afterpay,,26.05,USD
9445,2024-01-25T19:38:58Z,2024-01-25,69918,2426,Online,Afterpay,COUPON046,35.11,AUD
9446,2024-07-23T10:55:59Z,2024-07-23,41693,3060,Online,Cash,COUPON047,48.11,USD
9447,2023-06-27T19:05:19Z,2023-06-27,58925,1754,Online,Cash,COUPON006,8.72,EUR
9448,2024-03-15T08:13:27Z,2024-03-15,69263,3272,Retail,Gift Card,COUPON015,0.64,AUD
9449,2023-03-16T12:16:52Z,2023-03-16,51086,3995,Retail,Cash,COUPON010,49.35,AUD
9450,2024-06-09T11:02:39Z,2024-06-09,8696,2751,Online,Gift Card,COUPON003,39.88,AUD
9451,2023-05-28T13:18:45Z,2023-05-28,54032,3474,Retail,Afterpay,COUPON032,20.48,EUR
9452,2024-08-14T09:10:00Z,2024-08-14,27465,757,Online,PayPal,COUPON020,36.86,AUD
9453,2023-02-20T09:09:01Z,2023-02-20,67887,4877,Online,PayPal,COUPON050,42.70,EUR
9454,2024-02-02T19:32:24Z,2024-02-02,58236,23,Retail,Credit Card,COUPON003,35.65,USD
9455,2024-04-08T12:57:07Z,2024-04-08,68709,1653,Franchise,Cash,COUPON028,4.01,USD
9456,2024-04-28T20:45:02Z,2024-04-28,2456,4072,Online,Cash,COUPON014,41.59,EUR
9457,2023-12-07T12:55:23Z,2023-12-07,54735,2515,Online,Afterpay,COUPON020,48.28,USD
9458,2024-03-05T05:02:10Z,2024-03-05,14542,1267,Franchise,Afterpay,COUPON012,4.85,AUD
9459,2024-05-29T16:36:30Z,2024-05-29,78314,1983,Online,Cash,COUPON044,20.00,USD
9460,2023-03-23T02:40:38Z,2023-03-23,5316,2858,Online,Afterpay,COUPON012,34.63,AUD
9461,2023-01-20T14:46:35Z,2023-01-20,26843,2089,Retail,Cash,COUPON038,12.42,AUD
9462,2024-07-09T03:13:14Z,2024-07-09,56888,2151,Retail,Gift Card,COUPON017,35.76,AUD
9463,2023-03-06T14:13:04Z,2023-03-06,47872,38,Franchise,Afterpay,COUPON029,39.92,USD
9464,2023-01-11T07:29:07Z,2023-01-11,30677,4325,Online,PayPal,COUPON046,15.90,USD
9465,2024-04-15T07:56:39Z,2024-04-15,33665,3672,Retail,Gift Card,COUPON023,4.12,AUD
9466,2024-09-30T14:52:50Z,2024-09-30,46069,1936,Online,Cash,COUPON037,38.61,EUR
9467,2024-03-29T12:35:44Z,2024-03-29,9440,2030,Retail,Cash,COUPON011,18.05,USD
9468,2023-04-05T15:59:08Z,2023-04-05,33708,3710,Online,PayPal,COUPON006,5.43,USD
9469,2024-06-19T02:00:52Z,2024-06-19,44766,3507,Franchise,Afterpay,COUPON035,36.40,USD
9470,2024-05-29T00:31:40Z,2024-05-29,24962,1435,Franchise,Credit Card,COUPON030,23.45,USD
9471,2023-01-18T03:54:07Z,2023-01-18,34601,1115,Retail,Credit Card,COUPON011,18.49,AUD
9472,2024-06-29T02:00:30Z,2024-06-29,5861,4777,Retail,Cash,COUPON007,13.96,AUD
9473,2023-12-05T20:12:53Z,2023-12-05,11301,4425,Retail,PayPal,COUPON020,15.26,AUD
9474,2023-12-18T04:06:17Z,2023-12-18,48166,3696,Retail,Cash,COUPON042,37.54,USD
9475,2023-10-01T10:27:05Z,2023-10-01,35144,174,Online,Credit Card,COUPON039,34.23,EUR
9476,2024-05-06T00:32:23Z,2024-05-06,16460,2055,Franchise,PayPal,,30.25,AUD
9477,2024-01-16T11:52:10Z,2024-01-16,72265,2892,Online,PayPal,COUPON017,9.88,AUD
9478,2023-03-10T17:17:55Z,2023-03-10,680,2106,Franchise,Afterpay,COUPON001,47.52,USD
9479,2023-11-05T01:25:26Z,2023-11-05,26783,4200,Retail,Afterpay,COUPON026,32.40,EUR
9480,2023-12-31T23:22:53Z,2023-12-31,22772,227,Franchise,Credit Card,COUPON029,33.72,AUD
9481,2023-01-16T07:05:03Z,2023-01-16,23688,51,Retail,Credit Card,COUPON032,32.92,EUR
9482,2024-01-13T19:37:58Z,2024-01-13,48005,1097,Retail,Credit Card,COUPON021,38.58,USD
9483,2023-02-11T02:08:21Z,2023-02-11,42462,3010,Online,Afterpay,COUPON028,15.10,EUR
9484,2024-07-28T09:18:55Z,2024-07-28,3371,2636,Online,Cash,,34.10,EUR
9485,2023-01-27T18:10:56Z,2023-01-27,15917,4121,Online,Gift Card,COUPON012,3.11,EUR
9486,2023-07-16T23:35:41Z,2023-07-16,34294,2648,Online,Credit Card,COUPON024,10.60,AUD
9487,2023-11-18T07:33:05Z,2023-11-18,63861,259,Franchise,Gift Card,COUPON015,26.15,USD
9488,2024-08-13T22:52:30Z,2024-08-13,56266,2608,Retail,Credit Card,COUPON005,10.53,AUD
9489,2024-05-27T17:11:42Z,2024-05-27,14557,4654,Franchise,Gift Card,COUPON006,16.22,AUD
9490,2024-03-03T13:03:58Z,2024-03-03,75053,4713,Franchise,PayPal,COUPON039,6.35,USD
9491,2023-11-22T19:58:05Z,2023-11-22,68379,1768,Retail,Credit Card,COUPON021,4.52,USD
9492,2024-05-19T09:49:37Z,2024-05-19,1361,327,Retail,Gift Card,COUPON024,29.04,USD
9493,2024-08-21T14:25:31Z,2024-08-21,47266,4515,Franchise,Gift Card,COUPON007,5.14,USD
9494,2023-06-12T13:19:20Z,2023-06-12,21916,1992,Retail,Gift Card,COUPON023,36.09,EUR
9495,2023-12-16T05:22:00Z,2023-12-16,7371,4735,Franchise,Gift Card,COUPON023,17.93,AUD
9496,2023-10-24T04:36:42Z,2023-10-24,41698,2751,Franchise,PayPal,COUPON047,7.31,EUR
9497,2024-03-31T03:11:01Z,2024-03-31,75078,3481,Retail,Afterpay,COUPON043,29.17,AUD
9498,2023-12-05T23:02:45Z,2023-12-05,51622,1583,Franchise,Afterpay,COUPON036,20.35,USD
9499,2024-01-23T12:00:42Z,2024-01-23,50166,4969,Franchise,PayPal,COUPON025,48.80,EUR
9500,2023-05-11T12:12:10Z,2023-05-11,676,3755,Retail,Afterpay,COUPON002,46.13,EUR
9501,2023-06-07T11:39:08Z,2023-06-07,7195,2345,Online,Afterpay,COUPON032,16.53,EUR
9502,2024-08-01T03:33:00Z,2024-08-01,33435,252,Franchise,Afterpay,COUPON050,25.95,AUD
9503,2023-08-23T11:32:00Z,2023-08-23,81997,5923,Franchise,Credit Card,COUPON046,22.37,EUR
9504,2023-07-24T23:01:35Z,2023-07-24,78917,2531,Retail,PayPal,COUPON014,38.45,EUR
9505,2024-05-28T15:23:12Z,2024-05-28,54863,2685,Online,PayPal,COUPON050,16.17,EUR
9506,2024-02-13T12:02:21Z,2024-02-13,69794,4969,Retail,Credit Card,COUPON019,40.48,EUR
9507,2024-03-22T20:31:43Z,2024-03-22,43435,493,Retail,Afterpay,COUPON049,33.41,EUR
9508,2023-05-03T09:23:51Z,2023-05-03,17895,1972,Online,Gift Card,COUPON015,3.66,AUD
9509,2023-09-08T13:39:45Z,2023-09-08,11613,2186,Retail,Gift Card,COUPON042,1.90,AUD
9510,2024-04-02T22:01:19Z,2024-04-02,70748,3449,Retail,Afterpay,COUPON004,45.21,AUD
9511,2024-02-19T05:23:47Z,2024-02-19,42160,4400,Retail,Gift Card,COUPON008,14.20,EUR
9512,2023-10-31T07:42:39Z,2023-10-31,69088,2473,Retail,Credit Card,COUPON023,40.88,USD
9513,2024-03-23T08:04:56Z,2024-03-23,3921,2382,Retail,PayPal,COUPON006,44.78,USD
9514,2023-04-08T19:22:54Z,2023-04-08,67313,2701,Online,PayPal,COUPON033,8.28,AUD
9515,2023-12-18T22:05:53Z,2023-12-18,56999,4400,Online,PayPal,COUPON041,30.52,AUD
9516,2024-02-16T14:08:45Z,2024-02-16,18797,926,Online,Afterpay,COUPON020,26.37,AUD
9517,2024-06-13T00:07:34Z,2024-06-13,12432,4913,Franchise,Gift Card,COUPON004,40.37,USD
9518,2024-02-05T02:06:42Z,2024-02-05,32030,4921,Retail,Afterpay,COUPON004,12.21,USD
9519,2023-02-24T11:19:43Z,2023-02-24,45055,3551,Retail,Gift Card,COUPON034,12.22,EUR
9520,2023-10-17T03:42:33Z,2023-10-17,59110,2190,Online,Cash,COUPON024,5.32,AUD
9521,2023-10-03T14:13:54Z,2023-10-03,57319,4289,Online,Cash,COUPON042,47.93,USD
9522,2024-08-05T13:11:06Z,2024-08-05,57383,772,Franchise,Credit Card,COUPON050,40.37,EUR
9523,2023-03-22T15:10:27Z,2023-03-22,15811,738,Franchise,Credit Card,COUPON010,39.31,USD
9524,2023-08-23T05:30:10Z,2023-08-23,6845,2661,Online,Cash,COUPON026,39.40,EUR
9525,2024-03-03T19:16:45Z,2024-03-03,23999,911,Online,Cash,COUPON034,44.39,EUR
9526,2024-06-13T07:46:47Z,2024-06-13,55969,339,Retail,Cash,COUPON013,38.57,EUR
9527,2023-03-10T06:59:34Z,2023-03-10,24214,1076,Online,Gift Card,COUPON015,32.77,EUR
9528,2023-12-21T23:41:10Z,2023-12-21,54717,1332,Franchise,Credit Card,COUPON024,41.04,USD
9529,2023-06-09T08:31:35Z,2023-06-09,44683,3178,Online,PayPal,COUPON002,0.14,EUR
9530,2023-03-31T16:59:36Z,2023-03-31,63576,629,Online,Gift Card,COUPON037,47.66,AUD
9531,2023-07-04T19:05:35Z,2023-07-04,6739,2078,Retail,PayPal,COUPON030,31.83,USD
9532,2024-08-27T20:20:24Z,2024-08-27,60786,3989,Retail,PayPal,COUPON047,40.71,AUD
9533,2024-03-27T21:22:58Z,2024-03-27,38826,194,Online,Afterpay,COUPON005,14.57,AUD
9534,2024-01-21T18:11:56Z,2024-01-21,78975,3090,Retail,Cash,COUPON039,42.06,AUD
9535,2023-09-24T17:55:17Z,2023-09-24,58438,1536,Retail,PayPal,COUPON013,8.24,EUR
9536,2024-06-21T10:01:27Z,2024-06-21,35863,1239,Online,Credit Card,COUPON027,9.22,USD
9537,2023-12-10T12:20:05Z,2023-12-10,19749,2247,Retail,Gift Card,COUPON043,14.35,AUD
9538,2024-08-31T23:04:09Z,2024-08-31,934,1730,Retail,Cash,COUPON031,48.51,AUD
9539,2023-12-24T00:24:59Z,2023-12-24,30013,817,Franchise,Cash,COUPON033,9.96,EUR
9540,2023-02-25T00:37:38Z,2023-02-25,16929,561,Retail,PayPal,COUPON048,29.85,AUD
9541,2024-06-28T04:50:23Z,2024-06-28,39580,1968,Franchise,Afterpay,COUPON012,12.72,EUR
9542,2024-06-16T07:31:45Z,2024-06-16,22406,3013,Franchise,Credit Card,COUPON047,45.34,EUR
9543,2024-04-13T04:57:01Z,2024-04-13,16779,171,Franchise,PayPal,COUPON043,8.58,USD
9544,2023-01-03T21:20:49Z,2023-01-03,16661,2223,Online,Credit Card,COUPON019,36.38,EUR
9545,2023-03-07T03:51:08Z,2023-03-07,30195,339,Online,PayPal,COUPON038,49.29,AUD
9546,2024-05-26T05:57:57Z,2024-05-26,3656,4414,Franchise,Afterpay,COUPON014,48.91,EUR
9547,2023-03-03T06:17:21Z,2023-03-03,61342,4243,Online,Cash,COUPON039,47.34,EUR
9548,2023-07-06T15:56:57Z,2023-07-06,34446,2186,Franchise,Cash,COUPON029,4.69,USD
9549,2023-12-21T01:03:12Z,2023-12-21,3059,2578,Online,PayPal,COUPON037,19.11,AUD
9550,2024-06-29T16:11:59Z,2024-06-29,73310,909,Franchise,Credit Card,COUPON012,36.19,USD
9551,2024-07-02T13:00:27Z,2024-07-02,13570,1100,Franchise,Credit Card,COUPON014,16.74,EUR
9552,2024-06-18T10:12:15Z,2024-06-18,29321,2579,Franchise,Cash,COUPON024,3.12,AUD
9553,2023-06-16T04:49:13Z,2023-06-16,53086,4725,Franchise,Credit Card,,15.31,AUD
9554,2023-04-03T06:55:39Z,2023-04-03,60692,1403,Online,Afterpay,COUPON006,0.68,AUD
9555,2024-04-30T11:41:32Z,2024-04-30,72121,106,Franchise,PayPal,COUPON037,20.29,AUD
9556,2023-10-23T02:04:34Z,2023-10-23,7973,4653,Franchise,Cash,COUPON023,34.76,USD
9557,2023-12-08T13:13:28Z,2023-12-08,50480,1406,Franchise,Gift Card,COUPON038,3.08,USD
9558,2023-12-26T14:26:54Z,2023-12-26,37531,577,Retail,Afterpay,COUPON034,9.67,USD
9559,2023-09-07T13:30:51Z,2023-09-07,19009,4813,Franchise,Afterpay,COUPON001,9.82,AUD
9560,2024-01-07T20:42:59Z,2024-01-07,60345,1338,Online,PayPal,,42.28,EUR
9561,2024-08-26T09:22:13Z,2024-08-26,26927,372,Online,PayPal,,5.46,USD
9562,2024-09-01T17:18:43Z,2024-09-01,26281,81,Retail,Afterpay,COUPON022,9.88,AUD
9563,2024-04-17T21:00:36Z,2024-04-17,7900,4434,Franchise,Cash,COUPON045,28.05,USD
9564,2023-09-03T02:39:22Z,2023-09-03,29238,3088,Online,Credit Card,COUPON046,26.80,EUR
9565,2023-09-27T20:40:55Z,2023-09-27,59713,1430,Franchise,Gift Card,COUPON002,28.37,AUD
9566,2023-11-08T18:54:55Z,2023-11-08,1321,3275,Franchise,Gift Card,COUPON018,19.37,EUR
9567,2023-11-01T20:03:44Z,2023-11-01,26537,479,Retail,Credit Card,COUPON024,10.42,AUD
9568,2023-01-20T06:25:35Z,2023-01-20,42955,296,Franchise,Cash,COUPON005,6.80,USD
9569,2023-11-08T17:24:40Z,2023-11-08,49839,4820,Franchise,Cash,COUPON039,46.01,USD
9570,2024-02-21T23:18:32Z,2024-02-21,2704,1931,Retail,Cash,COUPON014,43.15,AUD
9571,2023-06-01T03:22:15Z,2023-06-01,19204,325,Retail,Credit Card,COUPON043,32.51,USD
9572,2024-07-09T18:01:49Z,2024-07-09,25233,881,Online,Credit Card,COUPON009,43.35,USD
9573,2023-01-11T16:59:25Z,2023-01-11,54524,2502,Online,Credit Card,COUPON017,9.25,USD
9574,2024-01-12T12:19:45Z,2024-01-12,46817,2053,Online,Afterpay,COUPON027,43.39,USD
9575,2024-04-01T18:22:33Z,2024-04-01,58043,4283,Online,Credit Card,COUPON041,2.08,AUD
9576,2024-08-22T04:30:39Z,2024-08-22,31334,359,Franchise,Cash,COUPON023,22.28,EUR
9577,2023-10-15T04:24:37Z,2023-10-15,32942,445,Online,PayPal,COUPON038,20.58,AUD
9578,2023-06-11T20:29:03Z,2023-06-11,4856,2752,Retail,Afterpay,COUPON034,12.38,USD
9579,2024-03-07T13:25:53Z,2024-03-07,16535,4704,Online,Gift Card,COUPON039,10.07,EUR
9580,2024-08-27T06:30:02Z,2024-08-27,17472,2280,Franchise,Afterpay,COUPON045,47.31,AUD
9581,2024-05-11T12:19:48Z,2024-05-11,21486,1058,Online,Gift Card,COUPON033,49.02,AUD
9582,2023-01-31T07:22:51Z,2023-01-31,76052,3846,Online,Credit Card,COUPON050,5.34,USD
9583,2024-03-03T22:15:01Z,2024-03-03,78821,1021,Online,Gift Card,COUPON032,20.37,USD
9584,2023-10-24T03:43:34Z,2023-10-24,72835,4770,Online,Afterpay,COUPON033,14.07,AUD
9585,2023-06-09T04:39:17Z,2023-06-09,3654,1986,Online,Credit Card,COUPON005,32.28,EUR
9586,2024-01-11T22:50:03Z,2024-01-11,77874,1540,Retail,Credit Card,COUPON011,1.81,AUD
9587,2023-01-05T09:03:25Z,2023-01-05,46121,4510,Franchise,Credit Card,COUPON034,31.71,EUR
9588,2023-04-30T17:05:08Z,2023-04-30,73922,3044,Retail,Credit Card,COUPON038,1.63,USD
9589,2023-10-02T09:00:54Z,2023-10-02,76757,256,Online,Gift Card,COUPON007,5.11,AUD
9590,2023-12-12T23:24:54Z,2023-12-12,10816,4540,Retail,Gift Card,COUPON043,33.81,AUD
9591,2024-07-16T17:33:07Z,2024-07-16,10723,4150,Franchise,Gift Card,COUPON013,5.30,AUD
9592,2023-01-02T02:09:25Z,2023-01-02,14041,1453,Franchise,Credit Card,COUPON022,44.87,EUR
9593,2024-09-23T17:31:58Z,2024-09-23,18223,141,Retail,Afterpay,COUPON035,40.77,EUR
9594,2024-02-01T17:18:33Z,2024-02-01,45205,4348,Retail,Cash,COUPON049,35.95,USD
9595,2023-03-27T18:11:19Z,2023-03-27,77535,1833,Franchise,Cash,COUPON042,25.62,EUR
9596,2023-06-18T22:24:57Z,2023-06-18,66195,511,Franchise,Afterpay,COUPON019,42.40,AUD
9597,2023-10-19T06:46:31Z,2023-10-19,7254,3873,Franchise,Afterpay,COUPON009,26.67,AUD
9598,2023-04-26T04:12:18Z,2023-04-26,66687,1750,Retail,Afterpay,COUPON031,46.62,EUR
9599,2023-09-03T08:58:18Z,2023-09-03,70333,609,Franchise,Cash,COUPON050,34.30,AUD
